"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"2585";"Suojatyöläiset";3200;"Käsikirjoitusapuraha";"TV-sarja";"Tukia Anumirjami";"Joona Louhivuori";2014;2014-11-12
"2586";"Onnen työmaa";2000;"Käsikirjoitusapuraha";"TV-sarja";"Laine Tiia";"Joona Louhivuori";2014;2014-09-08
"2587";"Kujalla";3200;"Käsikirjoitusapuraha";"TV-sarja";"Fossi Juho";"Joona Louhivuori";2014;2014-09-03
"2588";"Å";4800;"Käsikirjoitusapuraha";"TV-sarja";"Lappalainen Aino";"Joona Louhivuori";2014;2014-09-03
"2589";"Presidentin portot";3200;"Käsikirjoitusapuraha";"TV-sarja";"Puurtinen Toni";"Joona Louhivuori";2014;2014-09-03
"2590";"Perheen ytimessä";3200;"Käsikirjoitusapuraha";"TV-sarja";"Vesa Kuosmanen";"Joona Louhivuori";2014;2014-09-03
"2591";"Poltetun maan taktiikka";3200;"Käsikirjoitusapuraha";"TV-sarja";"Väisänen Jyrki";"Joona Louhivuori";2014;2014-09-03
"2592";"Valtuusto, poliittinen Tv-sarja";4800;"Käsikirjoitusapuraha";"TV-sarja";"Hirvonen Elina";"Joona Louhivuori";2014;2014-05-06
"2593";"Onnen työmaa";4800;"Käsikirjoitusapuraha";"TV-sarja";"Laine Tiia";"Joona Louhivuori";2014;2014-05-06
"2594";"Skodet";3200;"Käsikirjoitusapuraha";"TV-sarja";"Laurio Nina";"Joona Louhivuori";2014;2014-05-06
"2595";"Pohjolan laki";3200;"Käsikirjoitusapuraha";"TV-sarja";"Karvanen Juha";"Joona Louhivuori";2014;2014-02-20
"2596";"Onnen työmaa";3200;"Käsikirjoitusapuraha";"TV-sarja";"Laine Tiia";"Joona Louhivuori";2014;2014-02-20
"2597";"Finnish Me";3200;"Käsikirjoitusapuraha";"TV-sarja";"Mannerkoski Liisa Evastina";"Joona Louhivuori";2014;2014-02-20
"2598";"Vaimo";3000;"Käsikirjoitusapuraha";"TV-sarja";"Karumo Antti";"Joona Louhivuori";2013;2013-09-03
"2599";"Rakas Helsinki";3000;"Käsikirjoitusapuraha";"TV-sarja";"Laiho Miro";"Joona Louhivuori";2013;2013-09-03
"2600";"Helmi Tähtisen miehet ja lapset";4500;"Käsikirjoitusapuraha";"TV-sarja";"Mattila Mikko";"Joona Louhivuori";2013;2013-09-03
"2601";"VAPAASTA TAHDOSTA";3000;"Käsikirjoitusapuraha";"TV-sarja";"Valonen Annu, Anna-Maija";"Joona Louhivuori";2013;2013-09-03
"2602";"Perheen ytimessä";3000;"Käsikirjoitusapuraha";"TV-sarja";"Vesa Kuosmanen";"Joona Louhivuori";2013;2013-09-03
"2603";"Rakkauden hinta";5000;"Käsikirjoitusapuraha";"TV-sarja";"Kuparinen Mikko";"Joona Louhivuori";2013;2013-05-14
"2604";"Sankariaika";5000;"Käsikirjoitusapuraha";"TV-sarja";"Pennanen Karin";"Joona Louhivuori";2013;2013-05-14
"2605";"Reinon reinkarnaatio";3000;"Käsikirjoitusapuraha";"TV-sarja";"Taulo Emma";"Joona Louhivuori";2013;2013-05-14
"2606";"Eero ja psyyke";1500;"Käsikirjoitusapuraha";"TV-sarja";"Harju Toni";"Joona Louhivuori";2013;2013-04-11
"2607";"Catherine";8000;"Käsikirjoitusapuraha";"TV-sarja";"Schmuckli Annalisa";"Joona Louhivuori";2013;2013-04-11
"2608";"Elossa!";3000;"Käsikirjoitusapuraha";"TV-sarja";"Hakulinen Daniela";"Joona Louhivuori";2013;2013-02-28
"2609";"Aikahyppy";4000;"Käsikirjoitusapuraha";"TV-sarja";"Horttanainen Juho";"Joona Louhivuori";2013;2013-02-28
"2610";"Gustaf Mauritz Armfelt";4000;"Käsikirjoitusapuraha";"TV-sarja";"Olsson Claes";"Joona Louhivuori";2013;2013-02-28
"2611";"Käsi sydämellä";4000;"Käsikirjoitusapuraha";"TV-sarja";"Karumo Antti";"Jukka Asikainen";2012;2012-11-30
"2612";"Tiedän paikan armahan (työnimi)";3000;"Käsikirjoitusapuraha";"TV-sarja";"Vuorinen Hanna";"Jukka Asikainen";2012;2012-10-30
"2613";"Onnellisten saaret";3000;"Käsikirjoitusapuraha";"TV-sarja";"Sipola Oskari";"Jukka Asikainen";2012;2012-10-08
"2614";"Neljä vuodenaikaa";4000;"Käsikirjoitusapuraha";"TV-sarja";"Idström Tove";"Jukka Asikainen";2012;2012-09-04
"2615";"Sokea Reetta";5000;"Käsikirjoitusapuraha";"TV-sarja";"Reitala Mikko";"Jukka Asikainen";2012;2012-06-06
"2616";"Naisen Kanssa";15000;"Tuotantotuki";"Animaatiosarja";"Computer Graphics Visart Oy";"Pekka Uotila";2015;2015-09-17
"2617";"Albi Lumiukko osat 14-26";52500;"Tuotantotuki";"Animaatiosarja";"Hima light oy";"Joona Louhivuori";2015;2015-06-04
"2618";"Gigglebug";115000;"Tuotantotuki";"Animaatiosarja";"Gigglebug Entertainment Oy";"Joona Louhivuori";2014;2014-12-04
"2619";"Pikkuli";50000;"Tuotantotuki";"Animaatiosarja";"Sun In Eye Productions Osk";"Joona Louhivuori";2014;2014-12-04
"2620";"NOKSU";50000;"Tuotantotuki";"Animaatiosarja";"Media Alert Oy (aputoiminimi Epidem)";"Joona Louhivuori";2011;2011-09-13
"2621";"RÅTTA BOORIS PARANTAA TAPANSA (tv-sarja) (elvytys)";50000;"Tuotantotuki";"Animaatiosarja";"Edith Film Oy";"Miia Haavisto";2010;2010-06-15
"2622";"Råtta Booris 7-13";30000;"Tuotantotuki";"Animaatiosarja";"Edith Film Oy";"Joona Louhivuori";2013;2013-05-17
"2623";"Kikattava Kakkiainen";55000;"Tuotantotuki";"Animaatiosarja";"Anima Boutique Oy";"Joona Louhivuori";2012;2012-12-05
"2624";"HEMMA HOS VALLE OCH VILLEKATTEN (tv-sarja)";10000;"Tuotantotuki";"Animaatiosarja";"Leino Production Oy";"Elina Kivihalme";2008;2008-06-24
"2625";"HEMMA HOS VALLE OCH VILLEKATTEN (tv-sarja)";50000;"Tuotantotuki";"Animaatiosarja";"Leino Production Oy";"Elina Kivihalme";2008;2008-03-12
"2626";"Destination home";20000;"Tuotantotuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2014;2014-02-04
"2627";"Hemligstämplad diplomati";40000;"Tuotantotuki";"Dokumenttielokuva";"24h Enterprises Oy";"Elina Kivihalme";2013;2013-03-20
"2628";"EX-onnelliset";1e+05;"Tuotantotuki";"TV-sarja";"Dionysos Films Oy";"Marjo Valve";2015;2015-11-19
"2629";"Kynsin hampain";30000;"Tuotantotuki";"TV-sarja";"FremantleMedia Finland Oy";"Marjo Valve";2015;2015-11-19
"2630";"Myrskyn jälkeen";110000;"Tuotantotuki";"TV-sarja";"Elokuvayhtiö Oy Aamu Ab";"Marjo Valve";2015;2015-09-17
"2631";"Downshiftaajat";80000;"Tuotantotuki";"TV-sarja";"Yellow Film & TV Oy";"Marjo Valve";2015;2015-09-17
"2632";"SORJONEN";130000;"Tuotantotuki";"TV-sarja";"Fisher King Production Oy";"Joona Louhivuori";2015;2015-06-04
"2633";"Kohtuuttomuuksia";150000;"Tuotantotuki";"TV-sarja";"Solar Films Inc. Oy";"Joona Louhivuori";2015;2015-06-04
"2634";"HELLA W";750000;"Tuotantotuki";"Ei tietoa";"Snapper Films Oy";"Kaisu Isto";2009;2009-09-09
"2635";"SUWI - FAITH (kv-yhteistuotanto)";30650;"Tuotantotuki";"Ei tietoa";"Soundsgood Productions Oy";"Kaisu Isto";2009;2009-03-20
"2636";"ELÄMÄN LÄMMÖSSÄ";88000;"Tuotantotuki";"Ei tietoa";"Oktober Oy";"Elina Kivihalme";2008;2008-06-19
"2637";"BARON WREDE AF ELIMÄ";35000;"Tuotantotuki";"Ei tietoa";"Långfilm Productions Finland Oy";"Elina Kivihalme";2008;2008-06-17
"2638";"SKAVABÖLEN POJAT";660000;"Tuotantotuki";"Ei tietoa";"Juonifilmi Oy";"Kaisu Isto";2008;2008-04-08
"2639";"Kilpisjärvellä (ent. Revontulet)";10000;"Tuotantotuki";"Lyhyt elokuva";"Oy Bufo Ab";"Joona Louhivuori";2012;2012-05-30
"2640";"Kuuden päivän juoksu";50000;"Tuotantotuki";"Lyhyt elokuva";"Kinotar Oy (vanha)";"Joona Louhivuori";2012;2012-04-25
"2641";"PALAVAN KAUPUNGIN ALLA";21128;"Tuotantotuki";"Lyhyt elokuva";"Oy Petomaani Ltd. / Kuoppala Riikka";"Miia Haavisto";2010;2010-07-02
"2642";"Sore Eyes for Infinity";65000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Pyjama Films Oy";"Pekka Uotila";2015;2015-11-19
"2643";"RADIO DOLORES";33000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Pekka Uotila";2015;2015-09-17
"2644";"Madonreikä";60000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Twisted Films Oy";"Joona Louhivuori";2015;2015-02-05
"2645";"BabyBox";18000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Joona Louhivuori";2013;2013-10-23
"2646";"Àigin";35000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Mutant Koala Pictures Oy";"Joona Louhivuori";2013;2013-05-29
"2647";"Pipopingviini";30000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Muste ja Valo Oy";"Joona Louhivuori";2013;2013-04-24
"2648";"Dog'Y'Dog Christmas";40000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Anima Vitae Oy";"Joona Louhivuori";2012;2012-12-05
"2649";"Mimmit animaatiot";25000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Mimmit Music Oy";"Joona Louhivuori";2012;2012-12-05
"2650";"Kenkähullu";43000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Brutal de Lux Oy";"Joona Louhivuori";2012;2012-10-24
"2651";"In love with Amelia Earhart";10000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Osuuskunta Animaatiokopla";"Joona Louhivuori";2012;2012-10-24
"2652";"Hummeri nimeltä Frank";59000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Edith Film Oy";"Joona Louhivuori";2012;2012-09-19
"2653";"Osumia ja huteja";20000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Filmiteollisuus Fine Oy";"Joona Louhivuori";2012;2012-04-25
"2654";"Tärkeitä papereita (nuorisoraha)";50000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Las Palmas Films Oy";"Joona Louhivuori";2011;2011-06-01
"2655";"Isän Poika 35mm esityskopio";610;"Tuotantotuki";"Lyhyt animaatioelokuva";"Muste ja Valo Oy";"Joona Louhivuori";2011;2011-05-23
"2656";"Archipelago Science Fiction (nuorisoraha)";35000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Production Company Firma Oy";"Joona Louhivuori";2011;2011-04-27
"2657";"Eläimiä eläimille (nuorisoraha)";13500;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Joona Louhivuori";2011;2011-04-27
"2658";"Dr. Professor's Thesis of Evil (nuorisoraha)";50000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Mutant Koala Pictures Oy";"Joona Louhivuori";2011;2011-03-18
"2659";"CYCLE";49000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Filmill Ky";"Miia Haavisto";2010;2010-12-08
"2660";"FARUZA";75000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Miia Haavisto";2010;2010-09-15
"2661";"AMORANDOM";27000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Studio A Peränne & co Ky";"Miia Haavisto";2010;2010-09-15
"2662";"ISÄN POIKA (ent. Tiny Dancer)";25000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Muste ja Valo Oy";"Miia Haavisto";2010;2010-06-24
"2663";"TALVIAAVE / VINTERSPÖKET";50000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Media Alert Oy (aputoiminimi Epidem)";"Miia Haavisto";2010;2010-04-14
"2664";"EDITH";39000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Miia Haavisto";2009;2009-05-08
"2665";"MANKELI";38000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Indie Films Oy";"Elina Kivihalme";2008;2008-12-16
"2666";"ISOLA SINGELIN DILEMMA";47000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Leino Production Oy";"Elina Kivihalme";2008;2008-06-24
"2667";"VAIHDOKAS";45000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Edith Film Oy";"Elina Kivihalme";2008;2008-06-09
"2668";"OPUS 13";8000;"Tuotantotuki";"Lyhyt animaatioelokuva";"LR Film Productions Oy";"Elina Kivihalme";2008;2008-05-09
"2669";"HIT THE ROAD";20000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Foxley Consulting Oy";"Elina Kivihalme";2008;2008-01-07
"2670";"Erään hyönteisen elämä";62000;"Tuotantotuki";"Dokumenttielokuva";"Pohjankonna Oy";"Elina Kivihalme";2014;2014-04-02
"2671";"Hätätila (työnimi) (nuorisoraha)";60000;"Tuotantotuki";"Dokumenttielokuva";"Pohjankonna Oy";"Joona Louhivuori";2011;2011-03-18
"2672";"VÄLISSÄ (työnimi)";18000;"Tuotantotuki";"Dokumenttielokuva";"Pohjankonna Oy";"Miia Haavisto";2010;2010-01-19
"2673";"Uku-Ukun taikaviidakko";60000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Media Alert Oy (aputoiminimi Epidem)";"Joona Louhivuori";2014;2014-12-04
"2674";"Den förträfflige herr Glad";1e+05;"Tuotantotuki";"Lyhyt animaatioelokuva";"Oy Bufo Ab";"Joona Louhivuori";2013;2013-04-24
"2675";"LALLA & MIX (tv-sarja)";60000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Långfilm Productions Finland Oy";"Miia Haavisto";2010;2010-12-14
"2676";"Ella & Aleksi – Yllätyssynttärit";175000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Bronson Club Oy";"Miia Haavisto";2010;2010-12-08
"2677";"WHAT´S UP? (elvytys)";33700;"Tuotantotuki";"Lyhyt animaatioelokuva";"Nick Dorra Tuotanto Oy";"Miia Haavisto";2009;2009-06-26
"2678";"KOSMINEN KULKURI (Skidisti elokuva)";25000;"Tuotantotuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Elokas";"Miia Haavisto";2009;2009-05-06
"2679";"albi lumiukko";87500;"Tuotantotuki";"Animaatiosarja";"Hima light oy";"Joona Louhivuori";2013;2013-12-09
"2680";"Hullabalooba";50000;"Tuotantotuki";"Animaatiosarja";"Studio Outo Oy";"Joona Louhivuori";2013;2013-12-09
"2681";"INDIGO-animaatiosarja (nuorisoraha)";21200;"Tuotantotuki";"Animaatiosarja";"Huumos osuuskunta";"Joona Louhivuori";2011;2011-06-01
"2682";"Kitkajoki";30000;"Tuotantotuki";"Dokumenttielokuva";"Rapid River Ky";"Elina Kivihalme";2015;2015-09-17
"2683";"Lauri (työnimi)";60000;"Tuotantotuki";"Dokumenttielokuva";"Double Back Documentaries Oy";"Elina Kivihalme";2015;2015-06-04
"2684";"Risto Jarva palkinto 2015";10000;"Tuotantotuki";"Dokumenttielokuva";"Liljander Sanna";"Elina Kivihalme";2015;2015-03-13
"2685";"Eleganssi";48000;"Tuotantotuki";"Dokumenttielokuva";"EUPHORIA FILM OY";"Elina Kivihalme";2015;2015-02-05
"2686";"Aikakylä";60000;"Tuotantotuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2014;2014-12-04
"2687";"Tyngden av Jante (dox@net)";20000;"Tuotantotuki";"Dokumenttielokuva";"4KRS films";"Elina Kivihalme";2014;2014-06-04
"2688";"Till Death Do Us Part";70000;"Tuotantotuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Elina Kivihalme";2014;2014-06-04
"2689";"Klikkaussota (dox@net)";20000;"Tuotantotuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Elina Kivihalme";2014;2014-06-04
"2690";"Areenan leijonat ja lampaat (dox@net)";20000;"Tuotantotuki";"Dokumenttielokuva";"Tühma Audio/Visual Oy Ltd";"Elina Kivihalme";2014;2014-06-04
"2691";"Mannerheimit (dox@net)";20000;"Tuotantotuki";"Dokumenttielokuva";"Zodiak Finland Oy";"Elina Kivihalme";2014;2014-06-04
"2692";"Karsinasta kauppaan (dox@net)";20000;"Tuotantotuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2014;2014-06-04
"2693";"Kihniö";70000;"Tuotantotuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2014;2014-02-04
"2694";"Kahden sielun siskoni";75000;"Tuotantotuki";"Dokumenttielokuva";"Vaski Filmi Oy";"Elina Kivihalme";2014;2014-02-04
"2695";"Talvivaara";40000;"Tuotantotuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2014;2014-02-04
"2696";"Helsinki Outsiders";25000;"Tuotantotuki";"Dokumenttielokuva";"Långfilm Productions Finland Oy";"Elina Kivihalme";2013;2013-09-18
"2697";"Savupiippu";35000;"Tuotantotuki";"Dokumenttielokuva";"4KRS films";"Elina Kivihalme";2013;2013-05-29
"2698";"CUBATON (yhteistuotanto)";18000;"Tuotantotuki";"Dokumenttielokuva";"Cine Works Oy";"Miia Haavisto";2013;2013-04-29
"2699";"Ekokaupungin synty";52000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2013;2013-04-24
"2700";"Helsinginkatua pitkin (työnimi)";45000;"Tuotantotuki";"Dokumenttielokuva";"Kinoproduction Oy";"Elina Kivihalme";2013;2013-04-24
"2701";"Viisi naista ja Itä-Helsinki";65000;"Tuotantotuki";"Dokumenttielokuva";"Silva Mysterium Oy";"Elina Kivihalme";2013;2013-03-20
"2702";"Cooper's Challenge (kv-yhteistuotanto)";22000;"Tuotantotuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Elina Kivihalme";2013;2013-03-20
"2703";"Risto Jarva palkinto 2013";5000;"Tuotantotuki";"Dokumenttielokuva";"Reina Juan";"Elina Kivihalme";2013;2013-03-12
"2704";"Mesenaatti";63000;"Tuotantotuki";"Dokumenttielokuva";"Of Course My Films";"Elina Kivihalme";2013;2013-02-05
"2705";"Oulu. Elokuva.";65000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2012;2012-10-24
"2706";"Jalkapallomaa";50000;"Tuotantotuki";"Dokumenttielokuva";"Ahlgren Harjula Konttinen Oy";"Elina Kivihalme";2012;2012-09-19
"2707";"DOXwise";32170;"Tuotantotuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2012;2012-09-19
"2708";"Perukka";30000;"Tuotantotuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2012;2012-09-19
"2709";"Disko";27000;"Tuotantotuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2012;2012-09-19
"2710";"Alppikatu 25";76000;"Tuotantotuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Elina Kivihalme";2012;2012-05-30
"2711";"TORI PORTAAT KIRKKO";35000;"Tuotantotuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2012;2012-05-30
"2712";"Tolonen";40000;"Tuotantotuki";"Dokumenttielokuva";"Gateway Films Oy";"Elina Kivihalme";2012;2012-04-25
"2713";"HKI-VANTAA";65000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2012;2012-04-25
"2714";"Voices of the poor";40000;"Tuotantotuki";"Dokumenttielokuva";"Videokuu Oy";"Elina Kivihalme";2012;2012-04-25
"2715";"Matkamuistoja";19000;"Tuotantotuki";"Dokumenttielokuva";"Ilokuva, Naukkarinen&Co";"Elina Kivihalme";2012;2012-03-27
"2716";"Scene Shifts (ent. Terra Nullius)";24668;"Tuotantotuki";"Dokumenttielokuva";"Askel tuotannot ky";"Elina Kivihalme";2012;2012-02-17
"2717";"Sula mahdottomuus";55000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2012;2012-02-08
"2718";"Nuudelit";48000;"Tuotantotuki";"Dokumenttielokuva";"RT Documentaries Oy";"Elina Kivihalme";2012;2012-02-08
"2719";"FEDYA - Teuvo Tulio (kv-yhteistuotanto)";12000;"Tuotantotuki";"Dokumenttielokuva";"Kinoproduction Oy";"Elina Kivihalme";2011;2011-12-07
"2720";"Kummisetä (työnimi)";64500;"Tuotantotuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Elina Kivihalme";2011;2011-12-07
"2721";"Kissanloukku";67000;"Tuotantotuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2011;2011-12-07
"2722";"Rakastan sinua kyyneliin ( ent. Seliger)";10000;"Tuotantotuki";"Dokumenttielokuva";"Zerkalo Oy";"Elina Kivihalme";2011;2011-10-26
"2723";"Hiljaisen talven lapsi";21000;"Tuotantotuki";"Dokumenttielokuva";"Guerilla Films Oy";"Elina Kivihalme";2011;2011-09-13
"2724";"Tatska (nuorisoraha)";43000;"Tuotantotuki";"Dokumenttielokuva";"napafilms oy";"Joona Louhivuori";2011;2011-09-13
"2725";"Frames tell the story";45000;"Tuotantotuki";"Dokumenttielokuva";"Filmiryhmä Oy";"Elina Kivihalme";2011;2011-04-27
"2726";"Kaksi elämää Jumalalle";25000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2011;2011-04-27
"2727";"Jäniksenä varkaudessa (ent. Elämää tehtaan piirissä)";88000;"Tuotantotuki";"Dokumenttielokuva";"Kinosfilmi Avoin Yhtiö";"Elina Kivihalme";2011;2011-04-27
"2728";"Oasis";32000;"Tuotantotuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2011;2011-04-27
"2729";"Sanansaattaja";70000;"Tuotantotuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2011;2011-03-18
"2730";"Resan runt Kap Horn";37000;"Tuotantotuki";"Dokumenttielokuva";"Stormborg Productions Oy";"Elina Kivihalme";2011;2011-03-18
"2731";"VOITKO RAKASTAA";26252;"Tuotantotuki";"Dokumenttielokuva";"Elokuvayhtiö Oy Aamu Ab";"Miia Haavisto";2011;2011-03-14
"2732";"JUMALAINEN VALO LEONARDO DA VILHU";30000;"Tuotantotuki";"Dokumenttielokuva";"Bitar Films Oy";"Elina Kivihalme";2011;2011-02-08
"2733";"En rovfågel flyger in";40000;"Tuotantotuki";"Dokumenttielokuva";"Långfilm Productions Finland Oy";"Elina Kivihalme";2011;2011-02-08
"2734";"HAVAHTUMINEN";47100;"Tuotantotuki";"Dokumenttielokuva";"Of Course My Films";"Elina Kivihalme";2011;2011-02-08
"2735";"TAGIKAKS";33500;"Tuotantotuki";"Dokumenttielokuva";"Katharsis Films Oy";"Miia Haavisto";2010;2010-12-14
"2736";"TAIKAVOIMA";19728;"Tuotantotuki";"Dokumenttielokuva";"Bitar Films Oy";"Miia Haavisto";2010;2010-12-08
"2737";"KUKAAN EI USKALLA MUISTAA (kv-yhteistuotanto)";25000;"Tuotantotuki";"Dokumenttielokuva";"Avanton Productions Oy";"Miia Haavisto";2010;2010-12-08
"2738";"KODITON KOTI";58000;"Tuotantotuki";"Dokumenttielokuva";"Kristalli-Filmi Oy";"Miia Haavisto";2010;2010-12-08
"2739";"SUOMEN EPÄVIRALLINEN LINJA";65000;"Tuotantotuki";"Dokumenttielokuva";"Jaakko Ilkka productions Oy";"Miia Haavisto";2010;2010-12-08
"2740";"Sydämeni taakka (ent. the Good Survivor)";17500;"Tuotantotuki";"Dokumenttielokuva";"Nordic Film Pool Oy Ltd";"Miia Haavisto";2010;2010-12-08
"2741";"BARZAKH";25000;"Tuotantotuki";"Dokumenttielokuva";"Sputnik Oy";"Miia Haavisto";2010;2010-12-08
"2742";"OSCAR MEKSIKOSSA";16500;"Tuotantotuki";"Dokumenttielokuva";"Filmitakomo Oy";"Miia Haavisto";2010;2010-12-07
"2743";"RUDOLF KOIVU (työnimi)";14814;"Tuotantotuki";"Dokumenttielokuva";"Muutama Metri Ky";"Miia Haavisto";2010;2010-09-24
"2744";"PALUU BAGDADIIN (ent. Irakin presidentti)";35000;"Tuotantotuki";"Dokumenttielokuva";"Aito Media Oy";"Miia Haavisto";2010;2010-09-15
"2745";"Jälki elämässä (ent. Painajainen)";55000;"Tuotantotuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Miia Haavisto";2010;2010-09-13
"2746";"KERJÄLÄISEN LAULU";73500;"Tuotantotuki";"Dokumenttielokuva";"Avanton Productions Oy";"Miia Haavisto";2010;2010-08-19
"2747";"YKSITOISTA IHMISEN KUVAA";52000;"Tuotantotuki";"Dokumenttielokuva";"Giron Filmi Oy";"Miia Haavisto";2010;2010-06-30
"2748";"TUNTEMATON EMÄNTÄ";25000;"Tuotantotuki";"Dokumenttielokuva";"Kinosto Oy";"Miia Haavisto";2010;2010-06-08
"2749";"REINDEERSPOTTING - PAKO JOULUMAASTA";50000;"Tuotantotuki";"Dokumenttielokuva";"Bronson Club Oy";"Miia Haavisto";2010;2010-04-19
"2750";"SANTRA (elvytys)";35000;"Tuotantotuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Miia Haavisto";2010;2010-04-15
