"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"175";"I Hired a Contract Killer";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"176";"Kauas pilvet karkaavat";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"177";"Kerron sinulle kaiken";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"178";"Laitakaupungin valot";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"179";"Leningrad Cowboys Go America";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"180";"Mies vailla menneisyyttä";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"181";"Pidä huivista kiinni, Tatjana";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"182";"Tulitikkutehtaan tyttö";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"183";"Varjoja paratiisissa";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2013;2013-05-29
"184";"3 Simoa";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2013;2013-05-29
"185";"Nightmare - Painajainen merellä";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2013;2013-05-29
"186";"Tie Pohjoiseen";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2013;2013-05-29
"187";"Hiljaisuus";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"188";"Hyvä poika";4500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"189";"Iron Sky";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"190";"Roskisprinssi";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"191";"Vuosaari";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"192";"Herra Heinämäki ja leijonatuuliviiri";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"The Walt Disney Company Nordic";"Harri Ahokas";2013;2013-05-29
"193";"Avain Italiaan";3920;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2013;2013-02-25
"194";"Kuningas lähtee Ranskaan";3000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"195";"Dirlandaa";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"196";"Joensuun Elli";3000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"197";"Saunavieras";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"198";"Pyhä perhe";3000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"199";"Morena";2000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"200";"Kello";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"201";"Ylösnousemus";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"202";"Rakkauselokuva";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"203";"Regina ja miehet";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"204";"Mestari";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"205";"Anni tahtoo äidin";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"VLMedia Oy";"Harri Ahokas";2012;2012-10-24
"206";"Missä kuljimme kerran -elokuva";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Scanbox Entertainment Finland Oy";"Harri Ahokas";2012;2012-10-24
"207";"Risto Räppääjä ja viileä Venla";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"208";"Tähtitaivas talon yllä";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"209";"Kohta 18";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"210";"Kulman pojat";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"211";"Vares - uhkapelimerkki";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"212";"Varasto";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"213";"Miss Farkku Suomi";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-10-24
"214";"Maaginen kristalli";9000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2012;2012-10-24
"215";"Härmä dvd & Bluray";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2012;2012-10-24
"216";"Sinkkuelämän säännöt";4290;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2012;2012-06-11
"217";"Ella ja Aleksi";5000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"218";"Paavo, viisi annosta elämää";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2012;2012-04-25
"219";"Kiljusen herrasväki";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2012;2012-04-25
"220";"Pussikaljaelokuva";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"221";"Vares - huhtikuun tytöt";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"222";"Vares - sukkanauhakäärme";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"223";"Nukkumatti seikkailu unimaassa";6000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2012;2012-04-25
"224";"Hulluna Saraan";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"225";"Kotirauha";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"226";"Syvälle salattu";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"227";"Vares - kaidan tien kulkijat";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2012;2012-04-25
"228";"LE HAVRE";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2012;2012-04-25
"229";"RAT KING";8000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2012;2012-04-25
"230";"PAHA PERHE";7160;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2012;2012-02-20
"231";"TOKYO NOISE;Pohjola Ilppo/DVD";8331;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Kristallisilmä Oy";"Harri Ahokas";2011;2011-12-19
"232";"CLEANING UP!,PIETARIN MUSTA KOIRA,Aalto Rostislav,Niinimäki";4900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Tietojoukko Ay/ Kinokulture";"Harri Ahokas";2011;2011-11-01
"233";"NAISEN KAARI,SE OIKEA,Luostarinen Kiti/DVD";4900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Tietojoukko Ay/ Kinokulture";"Harri Ahokas";2011;2011-11-01
"234";"TAITEILIJAELÄMÄÄ,KOULULAISEN ELÄMÄÄ,Naukkarinen Lasse";4900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Tietojoukko Ay/ Kinokulture";"Harri Ahokas";2011;2011-11-01
"235";"JOUTILAAT,SAIPPUAKAUPPIAAN SUNNUNTAI,VALK TAIVAS,SYNTI,DVD";4900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Tietojoukko Ay/ Kinokulture";"Harri Ahokas";2011;2011-11-01
"236";"GOING TO KANSAS CITY,Mandart Pekka/DVD";8409;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-11-01
"237";"Eetu ja Konna";2500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"238";"Mama Africa - Dokumentti";3500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-10-26
"239";"Hän varasti elämän DVD";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"240";"Kuudes käsky";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"241";"Lapseni on minun";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"242";"Loma (ohj. Risto Jarva)";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"243";"Mies joka ei osannut sanoa ei";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"244";"Mitäs me taiteilijat";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"245";"Veteraanin voitto";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-10-26
"246";"Elokuu";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"247";"Harjunpää ja pahan pappi";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"248";"Kohtaamisia";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"249";"Vares - Pahan suudelma";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"250";"Veijarit";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"251";"Likainen pommi - Komedia";6800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-10-26
"252";"Sisko tahtoisin jäädä";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2011;2011-10-26
"253";"IRIS";6500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Oy Future Film Ab";"Harri Ahokas";2011;2011-10-26
"254";"MAATA MEREN ALLA, Hellstedt Lenka";4560;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-05-30
"255";"LUONTO JA TERVEYS, Heikkilä Panu";1119;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-05-30
"256";"TOINEN JALKA HAUDASTA, Vuoksenmaa Johanna";6002;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-05-30
"257";"Hella W";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-04-27
"258";"Napapiirin sankarit DVD ja Blu-ray";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-04-27
"259";"Prinsessa";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2011;2011-04-27
"260";"MUUMI JA PUNAINEN PYRSTÖTÄHTI";9000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-04-27
"261";"Veljekset";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-04-27
"262";"Rare Exports";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-04-27
"263";"Karvat";1700;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"264";"Piilopirtti";1800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"265";"Nina ja Erik";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"266";"Totinen torvensoittaja";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"267";"Neljästoista vieras";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"268";"Naiskohtaloita";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"269";"Kaks tavallista Lahtista";600;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-04-27
"270";"TUOMARI NURMIO-STADILAISTA TANGOA ETSIMÄSSÄ, Hirvonen Tahvo";4321;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2011;2011-04-26
"271";"VALKOISEN NEILIKAN VELHO";899;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2011;2011-02-03
"272";"KUKA LOHDUTTAISI VIIVIÄ, Lenka Hellstedt";996;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2010;2010-12-29
"273";"RISTO RÄPPÄÄJÄ JA POLKUPYÖRÄVARAS, DVD-tuki";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2010;2010-10-27
"274";"YHDEN YÖN HINTA";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"275";"VÄÄPELI MYNKHAUSEN";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"276";"ONNI ETSII ASUNTOA";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"277";"SYNNIN JÄLJET";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"278";"LAPATOSSU JA VINSKI OLYMPIAKUUMEESSA";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"279";"NUORUUS SUMUSSA";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"280";"MUSTA RAKKAUS";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"281";"SILTALAN PEHTOORI";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"282";"YÖ ON PITKÄ";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"283";"JÄÄKÄRIN MORSIAN";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"284";"RYHMY JA ROMPPAINEN";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"285";"SUKUNSA VIIMEINEN";1100;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"286";"KILROY SEN TEKI";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"287";"KUKKULAN KUNINGAS";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2010;2010-10-27
"288";"VESKU";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2010;2010-10-27
"289";"HEAVY METAL";900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2010;2010-10-27
"290";"MAGNEETTIMIES";1800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2010;2010-10-27
"291";"PIHALLA";5000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Sandrew Metronome Distribution Finland";"Harri Ahokas";2010;2010-10-27
"292";"DYNAMIITTITYTTÖ";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"293";"PONITYTÖT";1500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Suomen elokuvakontakti ry";"Harri Ahokas";2010;2010-10-27
"294";"AUF WIEDERSEHN FINNLAND";1500;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Suomen elokuvakontakti ry";"Harri Ahokas";2010;2010-10-27
"295";"PÄÄMAJA";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"296";"KOSKENLASKIJAN MORSIAN";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"297";"NISKAVUOREN NAISET, 1958";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"298";"VÄÄRÄT JUURET";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Walt Disney Studios Home Entertainment";"Harri Ahokas";2010;2010-10-27
"299";"KUULUSTELU";7000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Walt Disney Studios Home Entertainment";"Harri Ahokas";2010;2010-10-27
"300";"TÄSSÄ LEPÄÄ AINO KOSKI";900;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"SF Film Finland Oy";"Harri Ahokas";2010;2010-10-27
"301";"RAUTAA RAJAN TAA";1000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"302";"MIESTEN VUORO";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2010;2010-10-27
"303";"REINDEER SPOTTING";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2010;2010-10-27
"304";"ANJA TULE KOTIIN";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"305";"KUKONLAULUSTA KUKONLAULUUN";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"306";"LAMPAANSYÖJÄT";3000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"307";"MYÖHÄSTYNYT HÄÄYÖ";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"308";"RAKKAUS KAHLEISSA";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-10-27
"309";"HAVUKKA-AHON AJATTELIJA";10000;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Nordisk Film Oy Ab";"Harri Ahokas";2010;2010-10-27
"310";"HÄRMÄSTÄ POIKIA KYMMENEN, Unho Ilmari";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"311";"JUURAKON HULDA, Vaala Valentin";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"312";"KALLE KUSTAA KORKIN SEIKKAILUT, Unho Ilmari";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"313";"KESÄILLAN VALSSI, Leminen Hannu";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"314";"KIRKASTUVA SÄVEL, Laine Edvin";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"315";"LOVIISA NISKAVUOREN NUORI EMÄNTÄ, Vaala Valentin";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"316";"MIESMALLI, Elstelä Ossi";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"317";"PERHEEN MUSTALAMMAS, Nortimo Jorma";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"318";"PIKKU PIETARIN PIHA, Witikka Jack";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
"319";"RAKKAUS ON NOPEAMPI PIIROISEN PÄSSIÄKIN, Ilmari Wilho";800;"Digitaalisen tallenteen markkinointi- ja levitystuki";"";"Finnkino Oy";"Harri Ahokas";2010;2010-04-28
